Name,Locality,Popularity,Price,Rating,Category1,Category2,Category3,Latitude,Longitude,Bike_Station_Coordinates
La Granja,Miami,0.9876842068063753,1.0,8.0,Fast Food Restaurant,Mexican Restaurant,Peruvian Restaurant,25.772741,-80.190006,"25.77369,-80.18896"
Starbucks,Miami,0.9812524295861752,2.0,7.8,Coffee Shop,,,25.773321,-80.189098,"25.77369,-80.18896"
Cvi.Che 105,Miami,0.9797858430222285,2.0,9.1,Diner,Peruvian Restaurant,Seafood Restaurant,25.775422,-80.188448,"25.7733724,-80.1920071"
Cafe Bastille,Miami,0.9695904159451532,2.0,8.5,Café,French Restaurant,Mediterranean Restaurant,25.773345,-80.189435,"25.7733724,-80.1920071"
The Capital Grille,Miami,0.9650846379474856,3.0,9.0,American Restaurant,Steakhouse,,25.769409,-80.190375,"25.7733724,-80.1920071"
Zuma Miami,Miami,0.9726649468141499,4.0,9.1,Sushi Restaurant,,,25.770537,-80.189542,"25.7733724,-80.1920071"
Jar + Fork Miami,Miami,0.9413718768774075,2.0,8.3,American Restaurant,,,25.773925,-80.188527,"25.7733724,-80.1920071"
La Granja,Miami,0.9876842068063753,1.0,8.0,Fast Food Restaurant,Mexican Restaurant,Peruvian Restaurant,25.772741,-80.190006,"25.7733724,-80.1920071"
Novikov,Miami,0.9811640809979857,2.0,8.7,Chinese Restaurant,Japanese Restaurant,,25.771198,-80.187467,"25.7733724,-80.1920071"
Pollos Y Jarras,Miami,0.9620101070784889,2.0,8.4,BBQ Joint,Mexican Restaurant,Peruvian Restaurant,25.77579,-80.188344,"25.7733724,-80.1920071"
Area 31,Miami,0.9682298476870339,3.0,8.4,Japanese Restaurant,New American Restaurant,Seafood Restaurant,25.770508,-80.189435,"25.7733724,-80.1920071"
The River Oyster Bar,Miami,0.9731596989080115,3.0,9.0,American Restaurant,Seafood Restaurant,,25.767554,-80.19353,"25.7733724,-80.1920071"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.7870287,-80.1939982"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.7870287,-80.1939982"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.7870287,-80.1939982"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.7870287,-80.1939982"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.7870287,-80.1939982"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.7870287,-80.1939982"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.7870287,-80.1939982"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.7870287,-80.1939982"
Pucci's Pizza,Miami,0.9798565218927802,1.0,7.9,Pizzeria,,,25.782365,-80.19009,"25.7870287,-80.1939982"
Aroma Espresso Bar,Miami,0.9655793900413472,1.0,7.5,Café,,,25.79074,-80.192758,"25.7870287,-80.1939982"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.7883347,-80.1932528"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.7883347,-80.1932528"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.7883347,-80.1932528"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.7883347,-80.1932528"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.7883347,-80.1932528"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.7883347,-80.1932528"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.7883347,-80.1932528"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.7883347,-80.1932528"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.7883347,-80.1932528"
Aroma Espresso Bar,Miami,0.9655793900413472,1.0,7.5,Café,,,25.79074,-80.192758,"25.7883347,-80.1932528"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.789722,-80.188952"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.789722,-80.188952"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.789722,-80.188952"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.789722,-80.188952"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.789722,-80.188952"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.789722,-80.188952"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.789722,-80.188952"
Pura Vida,Miami,0.990953104569389,1.0,8.2,"Cafe, Coffee, and Tea House",Restaurant,,25.792866,-80.187066,"25.789722,-80.188952"
Mike's At Venetia,Miami Beach,0.9673286920875005,1.0,8.0,Sports Bar,Burger Joint,American Restaurant,25.790203,-80.185759,"25.789722,-80.188952"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.789722,-80.188952"
Mike's At Venetia,Miami Beach,0.9673286920875005,1.0,8.0,Sports Bar,Burger Joint,American Restaurant,25.790203,-80.185759,"25.78974,-80.18622"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.78974,-80.18622"
Pura Vida,Miami,0.990953104569389,1.0,8.2,"Cafe, Coffee, and Tea House",Restaurant,,25.792866,-80.187066,"25.78974,-80.18622"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.78974,-80.18622"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.78974,-80.18622"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.78974,-80.18622"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.78974,-80.18622"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.78974,-80.18622"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.78974,-80.18622"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.78974,-80.18622"
Pura Vida,Miami,0.990953104569389,1.0,8.2,"Cafe, Coffee, and Tea House",Restaurant,,25.792866,-80.187066,"25.79274,-80.18646"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.79274,-80.18646"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.79274,-80.18646"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.79274,-80.18646"
Mike's At Venetia,Miami Beach,0.9673286920875005,1.0,8.0,Sports Bar,Burger Joint,American Restaurant,25.790203,-80.185759,"25.79274,-80.18646"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.79274,-80.18646"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.79274,-80.18646"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.79274,-80.18646"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.79274,-80.18646"
iBurger,Miami,0.9845566667844647,1.0,7.3,BBQ Joint,Burger Joint,American Restaurant,25.793877,-80.189469,"25.79274,-80.18646"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.794895,-80.188672"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.794895,-80.188672"
Mignonette,Miami,0.9466727921687812,3.0,8.8,American Restaurant,Seafood Restaurant,,25.793355,-80.190589,"25.794895,-80.188672"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.794895,-80.188672"
Pura Vida,Miami,0.990953104569389,1.0,8.2,"Cafe, Coffee, and Tea House",Restaurant,,25.792866,-80.187066,"25.794895,-80.188672"
Vice City Bean,Miami,0.9856168498427396,1.0,9.2,Coffee Shop,Fast Food Restaurant,,25.791431,-80.194222,"25.794895,-80.188672"
Mister 01,Miami,0.9827896950206736,1.0,8.7,Wine Bar,Pizzeria,Salad Restaurant,25.799204,-80.194658,"25.794895,-80.188672"
The Salty Donut,Miami,0.9824363006679153,1.0,9.1,"Cafe, Coffee, and Tea House",Bagel Shop,Bakery,25.799594,-80.195979,"25.794895,-80.188672"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.794895,-80.188672"
Mike's At Venetia,Miami Beach,0.9673286920875005,1.0,8.0,Sports Bar,Burger Joint,American Restaurant,25.790203,-80.185759,"25.794895,-80.188672"
The Salty Donut,Miami,0.9824363006679153,1.0,9.1,"Cafe, Coffee, and Tea House",Bagel Shop,Bakery,25.799594,-80.195979,"25.7999106,-80.19544"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.7999106,-80.19544"
Mister 01,Miami,0.9827896950206736,1.0,8.7,Wine Bar,Pizzeria,Salad Restaurant,25.799204,-80.194658,"25.7999106,-80.19544"
Wynwood Art Walk,Miami,0.9962893592960385,,9.4,Music Venue,Restaurant,,25.79834,-80.198793,"25.7999106,-80.19544"
Gramps,Miami,0.9863943174188077,2.0,8.8,Comedy Club,Cocktail Bar,Restaurant,25.799644,-80.198368,"25.7999106,-80.19544"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.7999106,-80.19544"
Panther Coffee Wynwood,Miami,0.9846803548079301,1.0,9.0,Coffee Shop,,,25.799857,-80.19928,"25.7999106,-80.19544"
Coyo Taco,Miami,0.9886737109940983,2.0,8.8,Mexican Restaurant,,,25.799718,-80.199377,"25.7999106,-80.19544"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.7999106,-80.19544"
The Dirty Rabbit Wynwood,Miami,0.984503657631551,2.0,8.3,Arts and Entertainment,Lounge,Restaurant,25.800106,-80.198123,"25.7999106,-80.19544"
Enriqueta's Sandwich Shop,Miami,0.989557196875994,1.0,8.7,Deli,Cuban Restaurant,Sandwich Spot,25.803912,-80.19144,"25.801,-80.18888"
The Daily Creative Food Co,Miami,0.9805456408806588,2.0,8.8,New American Restaurant,Sandwich Spot,,25.795496,-80.188497,"25.801,-80.18888"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.801,-80.18888"
Mister 01,Miami,0.9827896950206736,1.0,8.7,Wine Bar,Pizzeria,Salad Restaurant,25.799204,-80.194658,"25.801,-80.18888"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.801,-80.18888"
The Salty Donut,Miami,0.9824363006679153,1.0,9.1,"Cafe, Coffee, and Tea House",Bagel Shop,Bakery,25.799594,-80.195979,"25.801,-80.18888"
Kush,Miami,0.989733894052373,2.0,9.1,Beer Garden,Burger Joint,New American Restaurant,25.795847,-80.194691,"25.801,-80.18888"
SUGARCANE raw bar grill,Miami,0.9691840124394813,3.0,8.9,Sushi Restaurant,New American Restaurant,South American Restaurant,25.807479,-80.193408,"25.801,-80.18888"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.801,-80.18888"
Pizza Pazza,Miami,0.9536700003533943,2.0,8.6,Italian Restaurant,Pizzeria,,25.793922,-80.189514,"25.801,-80.18888"
Enriqueta's Sandwich Shop,Miami,0.989557196875994,1.0,8.7,Deli,Cuban Restaurant,Sandwich Spot,25.803912,-80.19144,"25.80533,-80.1891"
Starbucks,Miami,0.9947520938615401,1.0,7.9,Coffee Shop,,,25.805202,-80.18913,"25.80533,-80.1891"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.80533,-80.1891"
SUGARCANE raw bar grill,Miami,0.9691840124394813,3.0,8.9,Sushi Restaurant,New American Restaurant,South American Restaurant,25.807479,-80.193408,"25.80533,-80.1891"
Salumeria 104,Miami,0.9779658621055236,3.0,8.9,Italian Restaurant,,,25.80942,-80.192287,"25.80533,-80.1891"
Amara At Paraiso,Miami,0.9818178605505884,2.0,8.1,Bar,Seafood Restaurant,South American Restaurant,25.806467,-80.185626,"25.80533,-80.1891"
La Latina,Miami,0.9707919567445312,2.0,8.3,Arepa Restaurant,Tapas Restaurant,Venezuelan Restaurant,25.809505,-80.19089,"25.80533,-80.1891"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.80533,-80.1891"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.80533,-80.1891"
Morgan's Restaurant,Miami,0.9659504541117433,2.0,8.2,Bistro,French Restaurant,New American Restaurant,25.8038,-80.194447,"25.80533,-80.1891"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.7799583,-80.1955923"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.7799583,-80.1955923"
Cvi.Che 105,Miami,0.9797858430222285,2.0,9.1,Diner,Peruvian Restaurant,Seafood Restaurant,25.775422,-80.188448,"25.7799583,-80.1955923"
Jaguar Sun,Miami,0.9696080856627911,3.0,8.3,Cocktail Bar,Italian Restaurant,,25.777843,-80.189594,"25.7799583,-80.1955923"
Jamon Iberico Pata Negra,Miami,0.9788140085521433,2.0,9.0,Tapas Restaurant,,,25.773372,-80.202012,"25.7799583,-80.1955923"
Seaspice,Miami,0.9735661024136835,4.0,8.6,Cocktail Bar,American Restaurant,Seafood Restaurant,25.777703,-80.204736,"25.7799583,-80.1955923"
Pollos Y Jarras,Miami,0.9620101070784889,2.0,8.4,BBQ Joint,Mexican Restaurant,Peruvian Restaurant,25.77579,-80.188344,"25.7799583,-80.1955923"
Bunbury,Miami,0.9901933067109587,2.0,8.5,Wine Bar,Argentinian Restaurant,Winery,25.788516,-80.193444,"25.7799583,-80.1955923"
Cafe Bastille,Miami,0.9695904159451532,2.0,8.5,Café,French Restaurant,Mediterranean Restaurant,25.773345,-80.189435,"25.7799583,-80.1955923"
Bubba Gump Shrimp Co,Miami,0.9922076545216807,3.0,8.3,Restaurant,,,25.778373,-80.187156,"25.7799583,-80.1955923"
The Taco Stand,Miami,0.987330812453617,1.0,9.0,Latin American Restaurant,Taco Restaurant,,25.800934,-80.201437,"25.7984785,-80.2031538"
Le Chick,Miami,0.9772237339647313,,8.8,Dining and Drinking,Fried Chicken Joint,,25.799928,-80.200519,"25.7984785,-80.2031538"
Zak the Baker,Miami,0.9818531999858642,2.0,9.1,Bakery,American Restaurant,Kosher Restaurant,25.801581,-80.201998,"25.7984785,-80.2031538"
Wynwood Art Walk,Miami,0.9962893592960385,,9.4,Music Venue,Restaurant,,25.79834,-80.198793,"25.7984785,-80.2031538"
Doya,Miami,0.9759515142948015,2.0,8.5,Mediterranean Restaurant,Turkish Restaurant,,25.800292,-80.201504,"25.7984785,-80.2031538"
Panther Coffee Wynwood,Miami,0.9846803548079301,1.0,9.0,Coffee Shop,,,25.799857,-80.19928,"25.7984785,-80.2031538"
Coyo Taco,Miami,0.9886737109940983,2.0,8.8,Mexican Restaurant,,,25.799718,-80.199377,"25.7984785,-80.2031538"
Uchi,Miami,0.9666749125348977,2.0,8.7,Sushi Restaurant,,,25.800484,-80.200133,"25.7984785,-80.2031538"
Miam Cafe & Boutique,Miami,0.9524154504011025,1.0,8.9,Café,Coffee Shop,American Restaurant,25.80241,-80.201649,"25.7984785,-80.2031538"
Gramps,Miami,0.9863943174188077,2.0,8.8,Comedy Club,Cocktail Bar,Restaurant,25.799644,-80.198368,"25.7984785,-80.2031538"
Miam Cafe & Boutique,Miami,0.9524154504011025,1.0,8.9,Café,Coffee Shop,American Restaurant,25.80241,-80.201649,"25.8022384,-80.2014196"
Zak the Baker,Miami,0.9818531999858642,2.0,9.1,Bakery,American Restaurant,Kosher Restaurant,25.801581,-80.201998,"25.8022384,-80.2014196"
The Taco Stand,Miami,0.987330812453617,1.0,9.0,Latin American Restaurant,Taco Restaurant,,25.800934,-80.201437,"25.8022384,-80.2014196"
Wynwood Art Walk,Miami,0.9962893592960385,,9.4,Music Venue,Restaurant,,25.79834,-80.198793,"25.8022384,-80.2014196"
Uchi,Miami,0.9666749125348977,2.0,8.7,Sushi Restaurant,,,25.800484,-80.200133,"25.8022384,-80.2014196"
Le Chick,Miami,0.9772237339647313,,8.8,Dining and Drinking,Fried Chicken Joint,,25.799928,-80.200519,"25.8022384,-80.2014196"
Panther Coffee Wynwood,Miami,0.9846803548079301,1.0,9.0,Coffee Shop,,,25.799857,-80.19928,"25.8022384,-80.2014196"
Doya,Miami,0.9759515142948015,2.0,8.5,Mediterranean Restaurant,Turkish Restaurant,,25.800292,-80.201504,"25.8022384,-80.2014196"
Bakan,Miami,0.9852987949252571,2.0,8.5,Mexican Restaurant,,,25.802981,-80.199069,"25.8022384,-80.2014196"
Coyo Taco,Miami,0.9886737109940983,2.0,8.8,Mexican Restaurant,,,25.799718,-80.199377,"25.8022384,-80.2014196"
Wynwood Art Walk,Miami,0.9962893592960385,,9.4,Music Venue,Restaurant,,25.79834,-80.198793,"25.8014206,-80.1991306"
Zak the Baker,Miami,0.9818531999858642,2.0,9.1,Bakery,American Restaurant,Kosher Restaurant,25.801581,-80.201998,"25.8014206,-80.1991306"
Panther Coffee Wynwood,Miami,0.9846803548079301,1.0,9.0,Coffee Shop,,,25.799857,-80.19928,"25.8014206,-80.1991306"
Uchi,Miami,0.9666749125348977,2.0,8.7,Sushi Restaurant,,,25.800484,-80.200133,"25.8014206,-80.1991306"
Coyo Taco,Miami,0.9886737109940983,2.0,8.8,Mexican Restaurant,,,25.799718,-80.199377,"25.8014206,-80.1991306"
The Taco Stand,Miami,0.987330812453617,1.0,9.0,Latin American Restaurant,Taco Restaurant,,25.800934,-80.201437,"25.8014206,-80.1991306"
Le Chick,Miami,0.9772237339647313,,8.8,Dining and Drinking,Fried Chicken Joint,,25.799928,-80.200519,"25.8014206,-80.1991306"
Gramps,Miami,0.9863943174188077,2.0,8.8,Comedy Club,Cocktail Bar,Restaurant,25.799644,-80.198368,"25.8014206,-80.1991306"
Miam Cafe & Boutique,Miami,0.9524154504011025,1.0,8.9,Café,Coffee Shop,American Restaurant,25.80241,-80.201649,"25.8014206,-80.1991306"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.8014206,-80.1991306"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.8025414,-80.1948694"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.8025414,-80.1948694"
SuViche,Miami,0.9798035127398664,2.0,8.1,Sushi Restaurant,Peruvian Restaurant,,25.802954,-80.194858,"25.8025414,-80.1948694"
The Salty Donut,Miami,0.9824363006679153,1.0,9.1,"Cafe, Coffee, and Tea House",Bagel Shop,Bakery,25.799594,-80.195979,"25.8025414,-80.1948694"
Morgan's Restaurant,Miami,0.9659504541117433,2.0,8.2,Bistro,French Restaurant,New American Restaurant,25.8038,-80.194447,"25.8025414,-80.1948694"
Mister 01,Miami,0.9827896950206736,1.0,8.7,Wine Bar,Pizzeria,Salad Restaurant,25.799204,-80.194658,"25.8025414,-80.1948694"
Wynwood Art Walk,Miami,0.9962893592960385,,9.4,Music Venue,Restaurant,,25.79834,-80.198793,"25.8025414,-80.1948694"
Enriqueta's Sandwich Shop,Miami,0.989557196875994,1.0,8.7,Deli,Cuban Restaurant,Sandwich Spot,25.803912,-80.19144,"25.8025414,-80.1948694"
Gramps,Miami,0.9863943174188077,2.0,8.8,Comedy Club,Cocktail Bar,Restaurant,25.799644,-80.198368,"25.8025414,-80.1948694"
Panther Coffee Wynwood,Miami,0.9846803548079301,1.0,9.0,Coffee Shop,,,25.799857,-80.19928,"25.8025414,-80.1948694"
Cvi.Che 105,Miami,0.9797858430222285,2.0,9.1,Diner,Peruvian Restaurant,Seafood Restaurant,25.775422,-80.188448,"25.775986,-80.18865"
Pollos Y Jarras,Miami,0.9620101070784889,2.0,8.4,BBQ Joint,Mexican Restaurant,Peruvian Restaurant,25.77579,-80.188344,"25.775986,-80.18865"
Jar + Fork Miami,Miami,0.9413718768774075,2.0,8.3,American Restaurant,,,25.773925,-80.188527,"25.775986,-80.18865"
Cafe Bastille,Miami,0.9695904159451532,2.0,8.5,Café,French Restaurant,Mediterranean Restaurant,25.773345,-80.189435,"25.775986,-80.18865"
Jaguar Sun,Miami,0.9696080856627911,3.0,8.3,Cocktail Bar,Italian Restaurant,,25.777843,-80.189594,"25.775986,-80.18865"
Bubba Gump Shrimp Co,Miami,0.9922076545216807,3.0,8.3,Restaurant,,,25.778373,-80.187156,"25.775986,-80.18865"
Il Gabbiano,Miami,0.9722055341555642,4.0,9.3,Italian Restaurant,Seafood Restaurant,,25.771737,-80.185428,"25.775986,-80.18865"
Novikov,Miami,0.9811640809979857,2.0,8.7,Chinese Restaurant,Japanese Restaurant,,25.771198,-80.187467,"25.775986,-80.18865"
Hard Rock Cafe,Miami,0.9914831960985263,3.0,8.3,Restaurant,,,25.777533,-80.184534,"25.775986,-80.18865"
Zuma Miami,Miami,0.9726649468141499,4.0,9.1,Sushi Restaurant,,,25.770537,-80.189542,"25.775986,-80.18865"
Jamon Iberico Pata Negra,Miami,0.9788140085521433,2.0,9.0,Tapas Restaurant,,,25.773372,-80.202012,"25.775019,-80.196429"
Cvi.Che 105,Miami,0.9797858430222285,2.0,9.1,Diner,Peruvian Restaurant,Seafood Restaurant,25.775422,-80.188448,"25.775019,-80.196429"
The Capital Grille,Miami,0.9650846379474856,3.0,9.0,American Restaurant,Steakhouse,,25.769409,-80.190375,"25.775019,-80.196429"
